Date,Open,High,Low,Close,Adj Close,Volume,ADTV_2,ADTV_2_std,ADTV_5,ADTV_5_std,ADTV_10,ADTV_10_std,ADTV_20,ADTV_20_std,ADTV_50,ADTV_50_std,MFM,CMF
2017-11-13,60.026001,63.360001,59.821999,63.080002,63.080002,37924500.0,30775500,10110212,46289900,30632964,38338550,22761221,31282825,17653314,28682530,13102789,0.8417191397856776,0.04426519473234711
2017-11-14,63.0,63.27,61.380001,61.740002,61.740002,28380500.0,33152500,6748627,32174600,8721077,38664850,22573240,30957225,17643284,28791670,13076541,-0.6190463592837919,0.07189915925373665
2017-11-15,61.202,62.498001,60.299999,62.259998,62.259998,29893500.0,29137000,1069852,29259300,5379601,38164350,22721030,31326700,17533980,29041140,12973747,0.7834369577461724,0.055202258640356675
2017-11-16,62.798,63.627998,62.259998,62.5,62.5,29110500.0,29502000,553664,29787100,5162797,38948200,22202811,31760475,17356764,29246950,12889644,-0.6491198830409388,0.02343064748369288
2017-11-17,65.134003,65.334,62.630001,63.009998,63.009998,68675500.0,48893000,27976679,38796900,17139793,42979600,23677921,34309125,18861082,30213090,13975281,-0.7189370262341054,-0.044009265915800504
2017-11-20,62.757999,63.099998,60.950001,61.748001,61.748001,41238500.0,54957000,19400888,39459700,17161686,42874800,23683648,35027175,18836614,30696570,13929196,-0.257673382800067,-0.051981888367047424
2017-11-21,62.172001,63.646,61.742001,63.562,63.562,36306500.0,38772500,3487450,41044900,16222851,36609750,13138822,36019175,18323123,31015420,13870191,0.911764659540259,-0.004199235623135335
2017-11-22,63.354,63.484001,62.368,62.52,62.52,24588000.0,30447250,8286230,39983800,17274039,34621550,13320274,36013800,18326635,31202230,13715526,-0.7275988103953287,-0.04689314260809181
2017-11-24,62.757999,63.282001,62.200001,63.110001,63.110001,16220500.0,20404250,5916715,37405800,20042486,33596450,14370241,35559375,18714612,31143130,13774646,0.6820702402957411,-0.04061423043405424
2017-11-27,62.650002,63.467999,61.902,63.362,63.362,22779500.0,19500000,4637913,28226600,10267072,33511750,14437871,35465750,18776632,31189580,13741752,0.8646244346260793,-0.007254293997118455
2017-11-29,63.459999,63.599998,60.245998,61.507999,61.507999,43837000.0,33308250,14889901,28746300,11120652,34103000,14756211,36220775,18795394,31642400,13778707,-0.24746511627907083,0.006385717926898265
2017-11-30,61.712002,62.139999,60.908001,61.77,61.77,21758000.0,32797500,15612210,25836600,10535933,33440750,15183976,36052800,18914482,31751210,13676318,0.39935129764821264,0.052273078678706154
2017-12-01,61.088001,62.063999,61.009998,61.306,61.306,21464500.0,21611250,207535,25211900,10719475,32597850,15630173,35381100,19194102,31413790,13718610,-0.4383269086082566,0.04510406730396158
2017-12-04,61.299999,61.653999,60.122002,61.040001,61.040001,29175500.0,25320000,5452500,27802900,9499040,32604350,15628575,35776275,18968363,31400010,13720544,0.19843446168627812,0.05038499567635172
2017-12-05,60.400002,61.599998,60.200001,60.740002,60.740002,23232500.0,26204000,4202335,27893500,9441133,28060050,9300349,35519825,19108043,31446140,13688450,-0.2285683469321763,0.04689956434773288
2017-12-06,60.02,62.678001,60.0,62.652,62.652,35976500.0,29604500,9011368,26321400,6231417,27533850,8593914,35204325,19042416,31445420,13688206,0.9805817846968684,0.05839963199819761
2017-12-07,62.400002,63.726002,62.209999,62.248001,62.248001,23903000.0,29939750,8537253,26750400,5903940,26293500,8065959,31451625,11857310,31381430,13716373,-0.9498655345668857,0.07905933727704689
2017-12-08,62.919998,63.396,62.251999,63.026001,63.026001,17342500.0,20622750,4638974,25926000,7010630,25568950,8547249,30095250,11841307,31009480,13841817,0.35314916682765307,0.1252084054177419
2017-12-12,66.089996,68.288002,66.005997,68.206001,68.206001,43666000.0,30504250,18613525,28824100,10709215,28313500,9558494,30954975,12183607,31237610,13956362,0.9281324975186251,0.12124021910090862
2017-12-13,68.185997,68.844002,67.300003,67.806,67.806,31107500.0,37386750,8880200,30399100,10250536,29146300,9383964,31329025,12060994,31367850,13923459,-0.3445630469968002,0.06884186104543095
2017-12-14,68.202003,69.487999,67.379997,67.578003,67.578003,28999500.0,30053500,1490581,29003700,9764857,27662550,7850823,30882775,11968880,31187250,13893820,-0.8121386981606351,0.028549025661714855
2017-12-15,68.407997,68.779999,67.152,68.690002,68.690002,34666000.0,31832750,4006820,31156300,9543136,28953350,7833275,31197050,11982231,31164940,13887186,0.8894385070261142,0.027022975650921155
2017-12-18,68.980003,69.346001,67.515999,67.774002,67.774002,27381000.0,31023500,5151272,33164000,6472313,29545000,7417177,31071425,12009757,31106530,13897030,-0.7180298163608552,0.023853238197004627
2017-12-19,68.052002,68.297997,66.059998,66.220001,66.220001,34125000.0,30753000,4768728,31255800,3161832,30039950,7553665,31322150,12019004,31257070,13887960,-0.8570124472799111,-0.0566377628231147
2017-12-20,66.538002,66.620003,65.008003,65.795998,65.795998,29769000.0,31947000,3080157,30988100,3233380,30693600,7172325,29376825,8195398,31341740,13865252,-0.02233870967742224,-0.028798437614652977
2017-12-21,65.917999,66.748001,65.442001,66.332001,66.332001,21926000.0,25847500,5545838,29573400,5243549,29288550,7395196,28411200,7854913,31251580,13912393,0.36294027565084586,0.06306098879762757
2017-12-22,65.902,66.183998,64.963997,65.040001,65.040001,21079000.0,21502500,598919,26856000,5460727,29006150,7672428,27649825,7787050,30657800,13694287,-0.8754033808169047,0.05193719329009885
2017-12-26,64.765999,64.788002,63.316002,63.458,63.458,21892000.0,21485500,574877,25758200,5865535,29461100,7010278,27515025,7865780,30279290,13669270,-0.8070679347826085,-0.03507562078981257
2017-12-27,63.200001,63.535999,62.150002,62.327999,62.327999,23560500.0,22726250,1179807,23645300,3539874,27450550,5108933,27882025,7472467,30333330,13636567,-0.7431495161966466,-0.03447410722940732
2017-12-28,62.349998,63.164001,61.908001,63.071999,63.071999,21581500.0,22571000,1399364,22007800,932118,26497950,5237777,27822125,7520171,30335210,13635329,0.8534999999999987,-0.021454737098197257
2017-12-29,63.236,63.282001,62.0,62.27,62.27,18886000.0,20233750,1906006,21399800,1685675,25486600,5660433,26574575,6754169,29963560,13690070,-0.5787834798880767,-0.07483320023468853
2018-01-03,64.199997,65.050003,63.110001,63.450001,63.450001,22607500.0,20746750,2631497,21705500,1750311,24280750,4688658,26617050,6724892,29717860,13710030,-0.6494848974382478,-0.08462165489873211
2018-01-04,62.574001,63.709999,61.136002,62.924,62.924,49731500.0,36169500,19179564,27273400,12675455,26515800,9345386,28030400,8357276,30262410,13956171,0.38927745448032597,-0.062223362492600215
2018-01-05,63.324001,63.448002,62.400002,63.316002,63.316002,22956000.0,36343750,18933137,27152500,12722518,25398900,8995825,27719425,8427840,30312830,13924460,0.748091603053426,-0.016513783226788606
2018-01-08,63.200001,67.403999,63.099998,67.281998,67.281998,49297000.0,36126500,18625899,32695600,15436668,27351700,11748338,29022650,9627353,30944720,14056775,0.9433080986737701,0.051477110694948224
2018-01-09,67.031998,67.760002,65.480003,66.737999,66.737999,35733000.0,42515000,9591196,36065000,13368988,28732400,11850718,29010475,9618246,31121830,14060271,0.10350574715164669,0.0650530364070374
2018-01-10,66.440002,67.400002,66.0,66.959999,66.959999,21549500.0,28641250,10029249,35853400,13640848,28779450,11817844,28892800,9698088,31223490,13970234,0.3714251836783031,0.02128908202459032
2018-01-11,67.047997,68.961998,66.652,67.589996,67.589996,33227500.0,27388500,8257592,32552600,11226178,29913000,11625890,29687050,9346457,31394130,13940947,-0.18788154794939124,0.047902943621124315
2018-01-12,67.725998,68.082001,66.734001,67.244003,67.244003,24125500.0,28676500,6436085,32786500,10985855,29969500,11592913,28710025,8814453,31370460,13952489,-0.2433204747774474,0.02796393866368776
2018-01-17,68.094002,69.800003,67.949997,69.431999,69.431999,35517500.0,29821500,8055360,30030600,6701545,31363100,11306642,28930525,8931961,31587770,13930311,0.60215912813256,-0.003054962941642933
2018-01-18,69.134003,70.459999,68.748001,68.914001,68.914001,28429000.0,31973250,5012326,28569800,5895357,32317400,10511292,28902000,8932640,31581620,13931664,-0.8060745398067084,-0.023161695412843145
2018-01-19,69.0,70.117996,68.519997,70.003998,70.003998,24441500.0,26435250,2819588,29148200,5126072,32500800,10337616,28390775,8877809,31568100,13938391,0.857324065909917,0.05053406342216646
2018-01-22,69.879997,71.566002,69.839996,70.311996,70.311996,31052000.0,27746750,4674329,28713100,4773459,30632850,8380575,28574325,8893768,31491170,13930247,-0.4530725849157017,-0.02413930770944769
2018-01-23,72.0,72.099998,70.199997,70.557999,70.557999,27327000.0,29189500,2633972,29353400,4182372,31069950,8042874,28234425,8799875,31612270,13865765,-0.6231559878126396,-0.019747143537791136
2018-01-24,70.916,70.949997,68.704002,69.178001,69.178001,26437500.0,26882250,628971,27537400,2448775,28784000,4934785,28067850,8800829,31573790,13877636,-0.5779162464742856,0.0036236485290715506
2018-01-25,69.653999,69.839996,67.279999,67.528,67.528,33701500.0,30069500,5136423,28591900,3729186,28580850,4650561,28656625,8762119,31402090,13795253,-0.8062489916980351,-0.0409451616688581
2018-01-26,68.300003,68.800003,67.141998,68.57,68.57,22697000.0,28199250,7781356,28243000,4258600,28695600,4468378,28737525,8695691,29876890,9815587,0.7225545158186975,-0.02672371059726259
2018-01-29,67.970001,70.169998,67.655998,69.905998,69.905998,23735500.0,23216250,734330,26779700,4308814,27746400,4406463,28829700,8628822,29462200,9622573,0.7899761336515442,0.035556940782598245
2018-01-30,69.028,69.653999,68.433998,69.164001,69.164001,23588500.0,23662000,103944,26032000,4509780,27692700,4458458,28831100,8627924,29404540,9649459,0.19672524858585952,0.07262643615190797
2018-01-31,69.501999,71.237999,69.038002,70.862,70.862,31070500.0,27329500,5290572,26958600,5056718,27248000,3758030,29305550,8467699,29553420,9615859,0.6581822611576216,0.1341931028232066
2018-02-01,70.199997,71.931999,69.725998,69.849998,69.849998,20988500.0,26029500,7129050,24416000,3877271,26503950,4207871,29410675,8343677,29214700,9613255,-0.8875793800637487,0.07329831776986066
2018-02-02,69.688004,70.389999,68.101997,68.75,68.75,18524000.0,19756250,1742664,23581400,4701351,25912200,4890805,29206500,8565920,29017570,9731048,-0.4335643063249061,0.0781209858624647
2018-02-05,67.594002,68.893997,66.599998,66.625999,66.625999,22320500.0,20422250,2684530,23298400,4732243,25039050,4644455,27835950,7191727,28866110,9775967,-0.9773312891592423,0.06639888735994694
2018-02-06,65.042,67.244003,64.699997,66.793999,66.793999,25442000.0,23881250,2207233,23669100,4832191,24850550,4579070,27960250,7124110,28792740,9787855,0.6462241048173588,0.0641566858414741
2018-02-07,67.797997,69.199997,67.132004,69.0,69.0,34846000.0,30144000,6649632,24424200,6338213,25691400,5568077,27237700,5360779,28116150,7976268,0.8065786489606144,0.08127647146144948
2018-02-08,68.662003,69.723999,62.919998,63.046001,63.046001,51573000.0,43209500,11827775,30541100,13218006,27478550,9734176,28029700,7446343,28322840,8443466,-0.9629620865722985,-0.08029610244541746
2018-02-09,63.986,64.195999,58.952,62.084,62.084,64668500.0,58120750,9259916,39770000,17981021,31675700,15043848,30185650,10908612,28890080,9829665,0.19450823693902444,-0.06237819927701877
2018-02-12,63.226002,63.616001,61.25,63.146,63.146,31139000.0,47903750,23708936,41533700,16184285,32416050,14789697,30081225,10887938,29021100,9814800,0.6027043099305563,-0.04448149539450919
2018-02-13,63.004002,64.837997,62.501999,64.732002,64.732002,22801000.0,26970000,5895856,41005500,16869356,32337300,14843920,30015000,10930016,29152710,9682883,0.9092507784681263,-0.002025069731865209
2018-02-14,64.167999,65.234001,63.703999,64.461998,64.461998,19753500.0,21277250,2154907,37987000,19406519,31205600,15373200,29226800,11079701,29092190,9732858,-0.00915292921187109,0.00713635282633162
2018-02-15,64.900002,66.823997,64.480003,66.814003,66.814003,29564500.0,24659000,6937424,33585300,17999558,32063200,14973929,29283575,11078307,28806740,9498053,0.9914726744181035,0.02011092255516423
2018-02-16,66.5,68.624001,66.328003,67.098,67.098,28213000.0,28888750,955654,26294200,4817466,33032100,14298770,29472150,11023511,28935840,9444004,-0.3292703216640435,0.04231466522390594
2018-02-21,67.206001,67.938004,66.634003,66.660004,66.660004,16098000.0,22155500,8566598,23286000,5658533,32409850,14937822,28724450,11411049,28828510,9560425,-0.9601211962260862,-0.017230873004701396
2018-02-22,67.106003,69.487999,66.949997,69.234001,69.234001,34849000.0,25473500,13258959,25695600,7624186,33350550,14745229,29100550,11486278,28941980,9598221,0.799844129358452,0.051709523943484846
2018-02-27,71.25,71.998001,70.001999,70.197998,70.197998,23987000.0,29418000,7680593,26542300,7009621,32264650,15020149,28978025,11529170,28957070,9589651,-0.8036084132180228,0.04828630881912227
2018-02-28,70.514,71.047997,68.444,68.612,68.612,30348500.0,27167750,4498259,26699100,7102282,30142200,13400893,28810375,11481147,28844510,9538471,-0.8709675932806431,0.029688867246190485
2018-03-01,69.001999,69.734001,66.014,66.185997,66.185997,34428000.0,32388250,2884642,27942100,7929193,27118150,6245970,29396925,11452009,29055010,9543328,-0.9075285194815785,0.022984113858850873
2018-03-02,65.396004,67.043999,64.594002,67.024002,67.024002,25464000.0,29946000,6338505,29815300,4995055,26550650,6096061,29483350,11413493,29217440,9408066,0.9836758983786481,0.03697966521009167
2018-03-05,66.477997,67.550003,65.858002,66.669998,66.669998,19119000.0,22291500,4486592,26669300,5903144,26182450,6448699,29259875,11577565,28726500,9278283,-0.04019442068887024,0.005197989834845925
2018-03-08,66.571999,66.660004,65.253998,65.82,65.82,17831000.0,18475000,910753,25438100,7119164,25990200,6685949,28597900,11844023,28460970,9397957,-0.19487968045656215,-0.008210042591506032
2018-03-09,64.82,65.697998,64.473999,65.433998,65.433998,27534000.0,22682500,6861057,24875200,6734732,25787150,6595559,28925175,11712394,28431660,9398528,0.5686270985515551,-0.01625436716865506
2018-03-12,65.722,69.442001,65.300003,69.101997,69.101997,41320000.0,34427000,9748174,26253600,9368858,27097850,8230823,30064975,11756046,28564740,9534728,0.8358260916591426,0.07005370213157844
2018-03-13,65.722,69.442001,65.300003,68.367996,68.367996,29829000.0,35574500,8125364,27126600,9479601,28470950,7282600,30440400,11614754,28613700,9534811,0.48140728218603707,0.10427697984458358
2018-03-14,67.351997,67.961998,64.786003,65.325996,65.325996,39837000.0,34833000,7076724,31270200,9631158,28969750,7911637,31160150,11734114,28727940,9635875,-0.6599534948889972,0.09456039827275037
2018-03-15,65.875999,66.57,64.220001,65.120003,65.120003,32824000.0,36330500,4958939,34268800,6080318,29853450,7785772,31059050,11709370,28789040,9652282,-0.23404052512362614,0.0567244178459225
2018-03-19,63.299999,64.150002,61.933998,62.712002,62.712002,37421500.0,35122750,3250923,36246300,4819505,30560750,8148563,30351475,10796498,29098950,9676161,-0.29783159236174994,-0.0030953342403646947
2018-03-20,62.973999,63.25,61.751999,62.110001,62.110001,23821500.0,30621500,9616652,32746600,6330565,29500100,8278512,28309125,7241262,29153800,9637468,-0.5220270213437794,0.05577986265031285
2018-03-21,62.049999,64.487999,62.037998,63.306,63.306,29792000.0,26806750,4221781,32739200,6334849,29932900,8156291,28241775,7219788,29311800,9580575,0.03510325097826121,0.03969301080073993
2018-03-22,62.778,63.764,61.636002,61.82,61.82,24699000.0,27245500,3601294,29711600,5677928,30490900,7498632,28336675,7156707,29334570,9567972,-0.8270693863434062,-0.026358718641161474
2018-03-26,61.467999,61.518002,58.271999,60.835999,60.835999,41876000.0,33287500,12145973,31522000,7919175,32895400,6811727,29442800,7463324,29740460,9662359,0.5797890513348254,-0.019703857236721432
2018-03-27,60.799999,60.854,55.436001,55.835999,55.835999,69360000.0,55618000,19434122,37909700,18998354,37078000,13096130,31432575,11635939,30749940,11043175,-0.8523447494176343,-0.10776065020195928
2018-03-28,52.916,53.736,50.419998,51.556,51.556,105007000.0,87183500,25206235,54146800,33275753,43446700,25241783,35272275,20105604,32397930,15177623,-0.3148363601710743,-0.18169516156174956
2018-03-29,51.298,54.192001,49.641998,53.226002,53.226002,75853500.0,90430250,20614637,63359100,31156040,48049150,26640116,38260050,21498002,32920370,16201498,0.5753853349107694,-0.10286395426320673
2018-04-02,51.251999,52.066002,48.917999,50.495998,50.495998,80570000.0,78211750,3335069,74533300,22694125,52122450,28306871,40546100,23457794,34072650,17476953,0.002539705330649652,-0.0765063469030638
2018-04-03,53.964001,54.669998,50.897999,53.506001,53.506001,94222000.0,87396000,9653421,85002500,14432760,58262250,30248014,44057850,25970980,34971150,19331981,0.3828222117768315,-0.06243243412377174
2018-04-04,50.556,57.674,50.400002,57.388,57.388,99483500.0,96852750,3720442,91027200,12417173,64468450,31822715,47514600,28525537,36246160,21377333,0.921363739720577,0.055500768585251666
2018-04-05,57.868,61.251999,57.639999,61.144001,61.144001,95605500.0,97544500,2742160,89146900,10302829,71646850,29657702,50573475,30274846,37727280,22852849,0.9402004429678875,0.1632542337185713
2018-04-06,60.200001,61.855999,59.099998,59.860001,59.860001,67601500.0,81603500,19801818,87496500,13214233,75427800,25901081,52680350,29899348,38414760,23228664,-0.44847407529968375,0.15909431963050594
2018-04-09,60.074001,61.900002,57.841999,57.931999,57.931999,51249000.0,59425250,11562963,81632300,21168517,78082800,21025136,54286850,28845794,38957230,23204852,-0.9556432067694399,0.08838254469176865
2018-04-10,59.793999,61.419998,58.736,60.939999,60.939999,54949000.0,53099000,2616295,73777700,22569053,79390100,18813875,56142750,27541394,39345860,23308554,0.6423253668594395,0.11722209136491427
2018-04-12,60.464001,60.790001,58.736,58.816002,58.816002,38044000.0,46496500,11953640,61489800,21786437,76258500,22843635,56668250,27062909,39538160,23256254,-0.9221013037481478,0.08795603759939928
2018-04-13,60.720001,60.790001,59.195999,60.068001,60.068001,36636000.0,37340000,995606,49695900,12815473,69421400,23505299,56434050,27222519,39782050,23158440,0.09410402245418018,0.07683676554824982
2018-04-16,59.799999,59.931999,57.801998,58.242001,58.242001,31692500.0,34164250,3495582,42514100,10032024,65005300,26160977,56527225,27129696,39794860,23153689,-0.5868518371587578,0.03168286467392451
2018-04-17,57.773998,58.433998,56.501999,57.537998,57.537998,35000000.0,33346250,2338755,39264300,9081895,60448300,27100566,56285375,27307292,39948320,23094720,0.07246328802447763,0.02139795935053321
2018-04-19,58.216,60.202,57.709999,60.015999,60.015999,30453000.0,32726500,3215214,34365100,3222642,54071400,25738801,56166825,27419423,40028630,23053723,0.8507215687313144,0.06671899372163749
2018-04-20,59.034,59.995998,57.950001,58.048,58.048,28139500.0,29296250,1635891,32384200,3433135,46937000,21248741,55702725,27828900,39917390,23098253,-0.9042041606121597,0.0515652591628634
2018-04-23,58.257999,58.324001,56.466,56.674,56.674,24467000.0,26303250,2596849,29950400,3941224,39823150,13718561,55735000,27790327,39952790,23072664,-0.7761034574254823,0.04526268498271946
2018-04-24,57.0,57.417999,55.692001,56.692001,56.692001,28426500.0,26446750,2799789,29297200,3849903,35905650,9992048,55666725,27859010,40046610,23014840,0.15874989426406938,0.0599065025251288
2018-04-25,56.700001,57.032001,55.450001,56.138,56.138,20068000.0,24247250,5910352,26310800,4103361,32787550,9526317,55435175,28147695,39976200,23071533,-0.13021618204804364,0.05719215915291096
2018-04-26,55.75,57.158001,55.299999,57.096001,57.096001,21780000.0,20924000,1210566,24576200,3730832,29470650,6117139,54430375,29002893,39790390,23181868,0.933261643421269,0.09339009506226156
2018-04-27,57.074001,58.894001,56.765999,58.816002,58.816002,21823000.0,21801500,30405,23312900,3262660,27848550,5729520,52053525,29655520,39807080,23168351,0.9266927380707298,0.09142393949061968
2018-05-01,58.702,60.164001,58.644001,59.984001,59.984001,23128000.0,22475500,922774,23045100,3198572,26497750,4969511,47959575,27536535,39899160,23091058,0.7631578947368418,0.1675334803137003
2018-05-02,59.714001,61.369999,59.556,60.23,60.23,44852000.0,33990000,15361187,26330200,10410877,27813700,7563363,46409500,26744882,40349790,22960489,-0.25689043930013356,0.19902210426003833
2018-05-03,55.757999,57.608002,55.046001,56.889999,56.889999,86760500.0,65806250,29633784,39668700,28091696,32989750,20193529,46719025,27193104,41576160,23771245,0.43949826717476276,0.1914506648808742
2018-05-04,56.599998,59.372002,55.903999,58.818001,58.818001,42847000.0,64803750,31051533,43882100,26257883,34229150,20399827,44150275,24789985,41736180,23751937,0.6805071967930829,0.22846882209994962
2018-05-07,59.5,61.192001,59.034,60.554001,60.554001,43391000.0,43119000,384666,48195700,23337241,35754300,20463983,41345650,21098536,41572540,23710933,0.40871204415568063,0.2212121545349114
2018-05-08,60.16,61.549999,59.799999,60.394001,60.394001,29650000.0,36520500,9716354,49500100,21711480,36272600,20210405,38047875,16909927,40872170,23531310,-0.3211405714285677,0.12112110629953896
2018-05-09,60.082001,61.402,60.009998,61.369999,61.369999,28637000.0,29143500,716299,46257100,23699327,36293650,20201433,36099650,15512648,40822130,23555079,0.9540216177850304,0.05215315176789546
2018-05-10,61.5,62.598,60.821999,61.004002,61.004002,28258000.0,28447500,267993,34556600,7835274,37112650,19628419,34950100,15179214,40931270,23482406,-0.7950417820710668,0.06535289032230933
2018-05-11,61.540001,61.776001,59.816002,60.212002,60.212002,23398000.0,25828000,3436538,30666800,7511607,37274450,19494196,33372550,14620613,41004160,23420904,-0.5959181611827352,0.11636702226685532
2018-05-14,60.664001,60.987999,58.324001,58.394001,58.394001,36434000.0,29916000,9217843,29275400,4673659,38735550,18740402,33292050,14597953,41141550,23372526,-0.9474474079935493,0.020243507730921893
2018-05-15,57.001999,57.391998,56.099998,56.835999,56.835999,47596000.0,42015000,7892725,32864600,9466581,41182350,18061216,33840050,14931985,41529210,23314388,0.13932043343653372,0.0784380664148618
2018-05-16,56.765999,57.762001,56.312,57.296001,57.296001,28370000.0,37983000,13594834,32811200,9497094,39534150,18437257,33673925,14975554,41774650,23104854,0.3572418225918451,0.08884082630896485
2018-05-18,56.93,56.93,54.799999,55.363998,55.363998,36259500.0,32314750,5578718,34411500,9207789,34484050,8060550,33736900,14984069,41802860,23097085,-0.4704237228057615,0.0904410461342037
2018-05-22,57.551998,57.599998,54.683998,55.001999,55.001999,44729000.0,40494250,5988840,38677700,7636832,34672250,8296037,34450700,15158420,42217700,22956411,-0.781892318244173,0.03708296644265427
2018-05-23,55.551998,55.981998,54.799999,55.813999,55.813999,29925500.0,37327250,10467655,37376000,8607838,33325700,7801718,34540000,15124506,42209240,22960952,0.7157374921637074,0.03086733863804596
2018-05-24,55.68,56.222,54.978001,55.57,55.57,20883500.0,25404500,6393659,32033500,8961336,32449050,8701300,34360825,15270639,41938350,23133875,-0.04823235388452855,0.06551836823808022
2018-05-25,55.526001,55.928001,55.122002,55.77,55.77,19375500.0,20129500,1066317,30234600,10628331,31522900,9598738,33908275,15586606,41816580,23238150,0.607937478830622,0.10953472093637877
2018-05-29,55.702,57.299999,55.23,56.751999,56.751999,28333000.0,23854250,6333908,28649300,10082119,31530400,9595933,34321525,15307408,42000860,23090548,0.4705311451841271,0.12203169943472215
2018-05-30,56.658001,59.001999,56.32,58.344002,58.344002,37448500.0,32890750,6445631,27193200,7329129,32935450,9296855,35104950,15030200,42393210,22836751,0.509323456123589,0.14906053413770312
2018-05-31,57.442001,58.074001,56.585999,56.945999,56.945999,29598500.0,33523500,5550788,27127800,7300053,32251900,9262269,35493725,14766818,42434500,22811188,-0.5161296826213956,0.09880953178913664
2018-06-01,57.172001,58.389999,56.768002,58.363998,58.363998,27122000.0,28360250,1751149,28375500,6449576,30204500,7608932,35693425,14617034,42150540,22913486,0.9679395214664382,0.10627991783485675
2018-06-04,58.868,59.799999,58.709999,59.348,59.348,23989000.0,25555500,2215365,29298200,5009307,29766400,7848640,34650275,14673368,42033740,22992325,0.1706440366972436,0.0877827920315691
2018-06-05,59.540001,59.560001,57.348,58.226002,58.226002,29976000.0,26982500,4233448,29626800,4983987,29138050,7515508,31811050,8065510,41836520,23053762,-0.20614683266417885,0.09697866957727365
2018-06-06,60.099998,64.433998,59.495998,63.900002,63.900002,93836500.0,61906250,45156192,40904400,29686469,34048800,21628178,34360525,15946232,43056770,24155383,0.7837197245848515,0.14454232786564356
2018-06-07,63.23,66.0,62.716,63.217999,63.217999,71726500.0,82781500,15634130,49330000,31592604,38228900,24580656,35777300,17926584,43742870,24477105,-0.6942758830694288,0.03500756918927326
2018-06-08,63.799999,64.896004,63.43,63.532001,63.532001,41026000.0,56376250,21708531,52110800,29704660,40243150,23814717,36346100,17902396,44086960,24311711,-0.860844854447872,-0.035003814268487414
2018-06-11,64.501999,66.931999,64.5,66.419998,66.419998,65917500.0,53471750,17600948,60496500,25385315,44897350,23831269,38210125,18966682,44809470,24414796,0.5789463729220309,0.02674136406070452
2018-06-14,69.526001,71.75,69.32,71.543999,71.543999,54905000.0,60411250,7787013,65482300,19704885,47554550,23253512,39542475,19165672,45413590,24280365,0.8304518518518519,0.048195446346936094
2018-06-15,70.767998,72.933998,70.25,71.634003,71.634003,54241500.0,54573250,469165,57563300,11852975,49233850,23048054,41084650,19038725,45660900,24306558,0.03129957622919664,0.07530701215658803
2018-06-18,71.080002,74.746002,70.900002,74.166,74.166,60366000.0,57303750,4330675,55291200,9265781,52310600,22172628,42281250,19478048,45481020,24160435,0.6983868954758155,0.13575440495258237
2018-06-19,73.031998,74.0,69.25,70.510002,70.510002,63809500.0,62087750,2434922,59847900,5212166,55979350,20515010,43091925,20040180,44657070,22750309,-0.46947284210526313,0.13668479282740104
2018-06-20,71.608002,72.875999,70.400002,72.444,72.444,41918500.0,52864000,15479274,55048100,8338160,57772300,18043063,43769350,19743129,43978370,22302421,0.6510504657315886,0.16040354854293287
2018-06-21,72.400002,73.241997,69.253998,69.501999,69.501999,39835500.0,40877000,1472903,52034200,10771309,58758250,16564161,43948150,19687653,43163680,21673614,-0.8756263479504373,0.1092082700434103
2018-06-22,70.307999,70.449997,66.400002,66.725998,66.725998,51330500.0,45583000,8128192,51452000,10700615,54507650,11122323,44278225,19756651,42305850,20424317,-0.8390141222396552,0.07948048707774265
2018-06-26,67.209999,68.709999,65.160004,68.400002,68.400002,37262500.0,44296500,9947578,46831300,10875900,51061250,10517099,44645075,19543081,41061430,18691484,0.8253535568359978,0.15134817134696207
2018-06-27,69.0,70.157997,67.900002,68.900002,68.900002,41668500.0,39465500,3115512,42403100,5326614,51125500,10450734,45684325,18749533,39982690,16955124,-0.11425844609930255,0.12143381291563944
2018-06-28,69.732002,71.403999,69.222,69.986,69.986,41990000.0,41829250,227334,42417400,5325083,48732750,9371127,46815050,17733818,39470460,16484035,-0.29972470198198226,0.10663673184670049
2018-06-29,70.666,70.772003,68.482002,68.589996,68.589996,32462000.0,37226000,6737313,40942700,6982051,46488450,10363579,47021500,17530198,39094720,16424082,-0.9056821372567044,0.06268909165810772
2018-07-02,72.014,72.956001,65.970001,67.014,67.014,93799000.0,63130500,43371808,49436400,25100615,50444200,18221881,49839025,20230998,39871720,18029899,-0.701116805038649,-0.01775693935321742
2018-07-03,66.349998,66.498001,61.938,62.172001,62.172001,61413000.0,77606000,22900360,54266500,24488514,50548900,18288112,51429750,19801970,40339100,18282673,-0.8973680049631572,-0.08745867590925978
2018-07-05,62.751999,62.877998,59.243999,61.832001,61.832001,87382000.0,74397500,18362856,63409200,27012641,52906150,21435596,54442750,20481541,41354020,19444515,0.42432730443789274,-0.03601594785405431
2018-07-06,60.990002,62.414001,60.400002,61.779999,61.779999,44327500.0,65854750,30444128,63876700,26565803,53147050,21311571,55459675,19364348,41606720,19398439,0.3704048512437167,-0.0441467319659727
2018-07-09,62.397999,63.703999,61.599998,63.702,63.702,37984000.0,41155750,4485531,64981100,25002088,52961900,21447676,55860075,18886582,41666400,19382282,0.9980998107890586,-0.014128642410916733
2018-07-10,64.912003,65.536003,63.84,64.494003,64.494003,47357500.0,42670750,6628065,55692800,19679779,52564600,21517937,53536125,16700814,42004490,19330056,-0.22877141137131632,-0.01791463149348819
