Date,Open,High,Low,Close,Adj Close,Volume,ADTV_2,ADTV_2_std,ADTV_5,ADTV_5_std,ADTV_10,ADTV_10_std,ADTV_20,ADTV_20_std,ADTV_50,ADTV_50_std,MFM,CMF
2012-04-09,6.82,6.858,6.62,6.63,6.63,8278500.0,7912750,517248,9773600,7187381,9232650,5928177,6571500,5160973,5701170,3921239,-0.9159663865546235,-0.08194632920167637
2012-04-10,6.63,6.77,6.42,6.492,6.492,9238500.0,8758500,678822,10592700,6747648,9571200,5809201,6889975,5116810,5761310,3952473,-0.5885714285714277,-0.11092870295409481
2012-04-11,6.648,6.658,6.402,6.618,6.618,5527500.0,7383000,2624073,10600100,6740671,8553700,5498758,7075125,4989277,5805630,3936836,0.6875,-0.0920625444230912
2012-04-12,6.754,6.896,6.584,6.688,6.688,5169500.0,5348500,253144,7152200,1756972,7801050,5382651,7175275,4926397,5823220,3931888,-0.3333333333333333,-0.10233336949925717
2012-04-13,6.788,6.808,6.57,6.718,6.718,3248000.0,4208750,1358705,6292400,2436105,7648350,5498449,6846850,4959883,5827060,3929223,0.24369747899159638,-0.07818287508938701
2012-04-16,6.682,6.74,6.418,6.45,6.45,5498000.0,4373000,1590990,5736300,2172480,7754950,5439178,6871350,4951525,5862180,3918038,-0.8012422360248446,-0.15756334917237436
2012-04-18,6.418,6.55,6.306,6.532,6.532,4115500.0,4806750,977575,4711700,998905,7652200,5503329,6934225,4905653,5871590,3913166,0.8524590163934441,-0.13669212529491778
2012-04-19,6.55,6.686,6.5,6.632,6.632,3874500.0,3995000,170412,4381100,932757,7490600,5596791,6874050,4936902,5853440,3920421,0.4193548387096743,-0.11687379937311847
2012-04-20,6.628,6.746,6.588,6.632,6.632,4109000.0,3991750,165816,4169000,822750,5660600,2035905,6937750,4890041,5883300,3900896,-0.4430379746835507,-0.1351287565776733
2012-04-24,6.364,6.44,6.2,6.364,6.364,3372500.0,3740750,520784,4193900,789104,5243150,2034110,6954575,4876470,5870180,3908358,0.366666666666663,-0.13066646011855163
2012-04-25,6.414,6.598,6.414,6.582,6.582,3561000.0,3466750,133289,3806500,331751,4771400,1783543,7002025,4836443,5864950,3911328,0.8260869565217391,-0.12172558350665216
2012-04-30,6.654,6.672,6.516,6.626,6.626,2069500.0,2815250,1054649,3397300,794465,4054500,1097222,6812850,4956263,5841130,3931089,0.4102564102564171,-0.10216044891598866
2012-05-03,6.782,6.8,6.426,6.492,6.492,4206500.0,3138000,1511087,3463700,855824,3922400,972621,6238050,4518300,5823100,3936584,-0.6470588235294124,-0.13343446257515235
2012-05-04,6.464,6.492,6.28,6.366,6.366,6237500.0,5222000,1436133,3889400,1524892,4029200,1164488,5915125,4255615,5885480,3917518,-0.18867924528302346,-0.21769196381225542
2012-05-07,6.392,6.516,6.322,6.494,6.494,5790000.0,6013750,316430,4372900,1693917,4283400,1249367,5965875,4247347,5873570,3916872,0.7731958762886573,-0.15518888628822072
2012-05-08,6.5,6.546,5.874,6.038,6.038,15486000.0,10638000,6856107,6757900,5144854,5282200,3772639,6518575,4729135,5995870,4118577,-0.5119047619047605,-0.205659851926431
2012-05-09,6.06,6.154,5.952,6.012,6.012,9739500.0,12612750,4063389,8291900,4500588,5844600,3992195,6748400,4770277,6074870,4152283,-0.4059405940594097,-0.22257268751605386
2012-05-10,6.594,6.936,6.48,6.592,6.592,27781500.0,18760500,12757620,13006900,9124405,8235300,7913634,7862950,6681947,6449420,5151024,-0.5087719298245643,-0.24905441778168735
2012-05-11,6.498,6.688,6.432,6.45,6.45,6106500.0,16944000,15326539,12980700,9148857,8435050,7822594,7047825,5742404,6295370,5040423,-0.8593750000000012,-0.29666912444001453
2012-05-14,6.384,6.426,6.01,6.012,6.012,6904500.0,6505500,564271,13203600,8941084,8788250,7646368,7015700,5741261,6211490,4993539,-0.9903846153846164,-0.3399245604021909
2012-05-15,6.052,6.192,5.844,5.886,5.886,7928500.0,7416500,724077,11692100,9096237,9225000,7436472,6998200,5737742,6232390,4998594,-0.7586206896551734,-0.3356332724340329
2012-05-16,5.916,6.036,5.776,5.836,5.836,6285500.0,7107000,1161776,11001300,9407428,9646600,7097512,6850550,5715008,6244520,4997959,-0.5384615384615342,-0.31150046774662227
2012-05-17,5.86,5.958,5.648,5.714,5.714,5745000.0,6015250,382191,6594000,855997,9800450,6982225,6861425,5712564,6193960,4989800,-0.5741935483870928,-0.30414141927720273
2012-05-18,5.674,5.692,5.366,5.512,5.512,8082500.0,6913750,1652862,6989200,1015872,9984950,6901525,7007075,5704285,6273570,4987496,-0.10429447852760934,-0.3307466662746506
2012-05-21,5.516,5.852,5.424,5.754,5.754,7376000.0,7729250,499570,7083500,1027858,10143550,6812056,7213475,5635377,6325100,4985265,0.5420560747663515,-0.28701514429740527
2012-05-22,6.02,6.268,6.0,6.16,6.16,11831000.0,9603500,3150160,7864000,2398165,9778050,6587925,7530125,5711324,6501120,5021786,0.19402985074627063,-0.2615988981231838
2012-05-23,6.112,6.21,5.9,6.204,6.204,6102000.0,8966500,4051014,7827300,2429559,9414300,6689922,7629450,5665909,6561940,4997629,0.9612903225806436,-0.19504669894244497
2012-05-24,6.25,6.25,5.938,6.056,6.056,5378000.0,5740000,511945,7753900,2512329,7173950,1872062,7704625,5623280,6615930,4969320,-0.24358974358974217,-0.22398992294225514
2012-05-29,6.002,6.386,6.002,6.338,6.338,8250000.0,6814000,2030810,7787400,2518915,7388300,1858928,7911675,5559798,6710580,4954147,0.75,-0.18984743046337132
2012-05-30,6.216,6.284,6.048,6.082,6.082,6536000.0,7393000,1211981,7619400,2580472,7351450,1873182,8069850,5468107,6786300,4921201,-0.7118644067796623,-0.2042405251259306
2012-05-31,6.014,6.058,5.75,5.9,5.9,5593500.0,6064750,666448,6371900,1142451,7117950,1937681,8171475,5398342,6851470,4882474,-0.025974025974023127,-0.20979922961100206
2012-06-01,5.706,5.832,5.552,5.63,5.63,4429000.0,5011250,823425,6037300,1445943,6932300,2107771,8289450,5282511,6882670,4861445,-0.4428571428571413,-0.23792413366165094
2012-06-04,5.606,5.682,5.422,5.576,5.576,5154500.0,4791750,513005,5992600,1474591,6873250,2152526,8336850,5248087,6949270,4813307,0.18461538461538088,-0.23303029264797961
2012-06-05,5.568,5.678,5.512,5.582,5.582,3154500.0,4154500,1414213,4973500,1271201,6380450,2395333,8182700,5357141,6949030,4813500,-0.15662650602409484,-0.22136033411528205
2012-06-06,5.64,5.89,5.628,5.844,5.844,4549500.0,3852000,986413,4576200,923707,6097800,2431299,8120675,5393360,6843690,4807095,0.6488549618320653,-0.19903501866512055
2012-06-07,5.962,5.974,5.77,5.786,5.786,2460500.0,3505000,1477146,3949600,1105790,5160750,1659340,7469400,5241458,6792740,4840334,-0.8431372549019611,-0.24278982799856985
2012-06-08,5.772,6.038,5.63,6.016,6.016,4405500.0,3433000,1375322,3944900,1103290,4991100,1639015,7202700,5255555,6823690,4819564,0.892156862745097,-0.18318053688716077
2012-06-11,6.062,6.2,5.792,5.824,5.824,3180000.0,3792750,866559,3550000,895992,4771300,1726416,5972625,2142671,6785730,4841021,-0.8431372549019608,-0.18269892792766732
2012-06-12,5.846,5.968,5.762,5.932,5.932,2845000.0,3012500,236880,3488100,939768,4230800,1312863,5809550,2253208,6785930,4840854,0.6504854368932086,-0.08924479664849942
2012-06-13,5.91,6.128,5.894,5.954,5.954,4220500.0,3532750,972625,3422300,854524,3999250,1036152,5675350,2264462,6809620,4825001,-0.4871794871794905,-0.06413659082613281
2012-06-14,6.036,6.13,5.724,5.878,5.878,4361000.0,4290750,99348,3802400,733922,3876000,888183,5496975,2217662,6844600,4800224,-0.24137931034482743,-0.016436417872124742
2012-06-15,5.878,5.99,5.762,5.982,5.982,3234000.0,3797500,796909,3568100,678128,3756500,885900,5344400,2265022,6792220,4825488,0.9298245614035089,0.06259812648507283
2012-06-19,6.404,6.532,6.3,6.418,6.418,4555500.0,3894750,934441,3843200,755872,3696600,796624,5284925,2269562,6569280,4660092,0.017241379310346742,0.09464430111407708
2012-06-20,6.7,6.9,6.642,6.756,6.756,17112000.0,10833750,8878786,6696600,5844667,5092350,4293527,5736400,3447684,6657600,4817757,-0.11627906976744282,0.09654277659345101
2012-06-21,6.852,6.856,6.368,6.438,6.438,9459500.0,13285750,5411134,7744400,5758769,5583350,4500319,5840575,3530321,6751290,4825942,-0.7131147540983629,0.047941361015689625
2012-06-25,6.788,6.824,6.55,6.622,6.622,7492500.0,8476000,1390879,8370700,5461421,6086550,4392372,5623650,3266276,6812500,4815322,-0.47445255474452513,-0.012866227979501939
2012-06-26,6.41,6.47,6.278,6.322,6.322,13069500.0,10281000,3943534,10337800,4890145,6952950,4854157,5972025,3666973,6971030,4889149,-0.5416666666666621,-0.0874142482979316
2012-06-27,6.38,6.49,6.314,6.392,6.392,5236000.0,9152750,5539120,10473900,4694540,7158550,4718235,5964925,3668321,6965940,4890854,-0.1136363636363611,-0.13984188532185415
2012-06-28,6.38,6.422,6.124,6.282,6.282,4570500.0,4903250,470579,7965600,3445387,7331100,4572250,5780950,3639845,6609170,4363551,0.06040268456376067,-0.127948887167135
2012-07-02,6.27,6.36,6.038,6.08,6.08,6578000.0,5574250,1419516,7389300,3373272,7566850,4453273,5783050,3640316,6589790,4361452,-0.7391304347826099,-0.22012324938014724
2012-07-03,6.12,6.2,6.08,6.132,6.132,4735000.0,5656500,1303197,6837800,3571755,7604250,4424837,5740125,3647722,6518920,4362241,-0.13333333333334074,-0.19001452103996272
2012-07-05,6.162,6.334,6.16,6.246,6.246,6269000.0,5502000,1084701,5477700,904136,7907750,4189608,5832125,3636099,6459530,4344638,-0.011494252873556881,-0.18834952926251003
2012-07-06,6.198,6.346,6.16,6.198,6.198,3922500.0,5095750,1659226,5215000,1149458,7844450,4250228,5770525,3658549,6427430,4357575,-0.5913978494623627,-0.19211299971722987
2012-07-09,6.188,6.366,6.134,6.298,6.298,4552500.0,4237500,445477,5211400,1152007,6588500,2823616,5840425,3619079,6415090,4362081,0.41379310344827747,-0.1853063920330395
2012-07-10,6.308,6.496,6.178,6.254,6.254,3792000.0,4172250,537754,4654200,987828,6021750,2751181,5802550,3637219,6425970,4354693,-0.5220125786163553,-0.19664349726841704
2012-07-11,6.314,6.336,6.202,6.302,6.302,3193000.0,3492500,423556,4345800,1178584,5591800,2830609,5839175,3605343,6379870,4376861,0.4925373134328267,-0.210447469888495
2012-07-12,6.258,6.602,6.16,6.54,6.54,5628500.0,4410750,1722158,4217700,924773,4847700,1088305,5900325,3590086,6410130,4366104,0.7194570135746595,-0.15497332845466494
2012-07-13,6.594,6.88,6.566,6.85,6.85,6524000.0,6076250,633214,4738000,1350845,4976500,1208901,6067525,3534159,6463120,4350752,0.8089171974522278,-0.14152048169273904
2012-07-16,6.864,7.2,6.78,7.192,7.192,8720000.0,7622000,1552806,5571500,2216271,5391450,1675977,6361275,3496167,6555340,4348703,0.9619047619047618,-0.05039290500951314
2012-07-17,7.0,7.042,6.476,6.67,6.67,12846500.0,10783250,2917876,7382400,3640386,6018300,2896752,6792575,3741624,6744820,4413113,-0.3144876325088339,-0.08884949733012874
2012-07-19,6.544,6.63,6.408,6.454,6.454,7179500.0,10013000,4007174,8179700,2842591,6262750,2879516,6933500,3698046,6817190,4389443,-0.5855855855855904,-0.10202961229451307
2012-07-20,6.414,6.45,6.25,6.358,6.358,7842500.0,7511000,468811,8622500,2497300,6420100,2922565,7163925,3597611,6932650,4337631,0.07999999999999556,-0.0881381609329084
2012-07-23,6.21,6.26,6.124,6.132,6.132,6934000.0,7388250,642406,8704500,2416595,6721250,2788701,7282850,3545787,6987200,4319761,-0.8823529411764706,-0.14671635336193284
2012-07-25,5.984,5.996,5.75,5.79,5.79,14211000.0,10572500,5145616,9802700,3451479,7687100,3528548,7137800,3160994,7146670,4437103,-0.67479674796748,-0.19833055970046212
2012-07-26,5.98,6.0,5.528,5.626,5.626,11311500.0,12761250,2050256,9495700,3169832,8439050,3405324,7230400,3258218,7257100,4471227,-0.5847457627118616,-0.23581413452706262
2012-07-27,5.742,5.932,5.62,5.902,5.902,8365000.0,9838250,2083490,9732800,2992656,8956250,2870841,7274025,3267739,7114680,4314428,0.8076923076923063,-0.14923704837460608
2012-07-30,5.902,6.05,5.442,5.47,5.47,10326000.0,9345500,1386636,10229500,2800404,9426000,2640942,7136850,3062807,7126410,4322500,-0.9078947368421066,-0.18387759359986172
2012-07-31,5.508,5.594,5.47,5.484,5.484,7875500.0,9100750,1732765,10417800,2543264,9561150,2507123,7268825,3033315,6728290,3134794,-0.774193548387094,-0.18369772148752245
2012-08-01,5.598,5.598,5.206,5.25,5.25,7961500.0,7918500,60811,9167900,1557767,9485300,2546562,7438375,2968633,6765390,3138260,-0.7755102040816344,-0.21681773316030872
2012-08-02,5.368,5.37,5.104,5.22,5.22,6525500.0,7243500,1015405,8210700,1370461,8853200,2399816,7435750,2969457,6757810,3138375,-0.12781954887218305,-0.22123698108285314
2012-08-03,5.38,5.51,5.348,5.454,5.454,6047500.0,6286500,337997,7747200,1665392,8740000,2511630,7501375,2920733,6720190,3135328,0.308641975308641,-0.17851897040704628
2012-08-06,5.51,5.74,5.51,5.654,5.654,7641000.0,6844250,1126774,7210200,867950,8719850,2520424,7569975,2906341,6747300,3137352,0.252173913043477,-0.15900352927009467
2012-08-07,5.754,6.18,5.7,6.05,6.05,11936000.0,9788500,3037023,8022300,2324133,9220050,2620966,7970650,2929315,6871120,3218116,0.45833333333333326,-0.11955223338950155
2012-08-08,5.98,6.0,5.718,5.818,5.818,6544500.0,9240250,3812366,7738900,2417901,8453400,2060114,8070250,2839464,6840360,3213649,-0.2907801418439742,-0.11515223108671016
2012-08-09,5.904,6.0,5.826,5.882,5.882,3363000.0,4953750,2249660,7106400,3124935,7658550,2348101,8048800,2874884,6760100,3249905,-0.3563218390804606,-0.13468925907244475
2012-08-10,5.862,5.988,5.862,5.988,5.988,3537000.0,3450000,123036,6604300,3514957,7175750,2662066,8066000,2845179,6594220,3197036,1.0,-0.10136589899117611
2012-08-13,5.938,6.26,5.82,6.234,6.234,4350500.0,3943750,575231,5946200,3579772,6578200,2544420,8002100,2916267,6559190,3212099,0.8818181818181826,-0.0869939414834045
2012-08-14,6.15,6.234,5.852,5.884,5.884,3967000.0,4158750,271175,4352400,1284292,6187350,2622009,7874250,3037988,6530970,3228843,-0.8324607329842929,-0.13270104269387675
2012-08-16,5.906,6.078,5.9,6.06,6.06,3345000.0,3656000,439820,3712500,435838,5725700,2680683,7605500,3193021,6432870,3249992,0.7977528089887563,-0.1515454701317601
2012-08-17,6.058,6.142,5.996,6.002,6.002,2541000.0,2943000,568513,3548100,684643,5327250,2839983,7090225,3133715,6352970,3296185,-0.9178082191780912,-0.22691749920810098
2012-08-20,6.03,6.078,5.82,5.902,5.902,5895500.0,4218250,2371989,4019800,1252258,5312050,2836104,7026025,3144922,6359010,3295041,-0.364341085271319,-0.2247862265891967
2012-08-21,5.916,6.0,5.8,5.822,5.822,3808000.0,4851750,1476085,3911300,1239883,4928750,2743889,6824300,3218330,6346590,3303624,-0.7799999999999978,-0.2214874675168979
2012-08-23,6.0,6.17,5.93,6.146,6.146,7355000.0,5581500,2508107,4588900,1981760,4470650,1579274,6845350,3220462,6390600,3302076,0.8,-0.1856936058252693
2012-08-24,6.012,6.048,5.882,5.9,5.9,7147000.0,7251000,147078,5349300,2110393,4530900,1675730,6492150,2718352,6470450,3270345,-0.7831325301204742,-0.18180103887546298
2012-08-27,5.914,5.94,5.634,5.664,5.664,6752000.0,6949500,279307,6191500,1444780,4869800,1754151,6264175,2473025,6514500,3258755,-0.8039215686274552,-0.16126292104522616
2012-08-28,5.68,5.876,5.6,5.738,5.738,7013500.0,6882750,184908,6415100,1473740,5217450,1804436,6196600,2430702,6605560,3206353,3.2180377525366774e-15,-0.11650571823440757
2012-08-29,5.698,5.728,5.604,5.682,5.682,4194500.0,5604000,1993334,6492400,1303060,5201850,1813415,5890025,2263377,6601340,3209445,0.25806451612904036,-0.1645814998942475
2012-08-30,5.72,5.748,5.62,5.682,5.682,3282000.0,3738250,645234,5677800,1805310,5133350,1877064,5660350,2284263,6603380,3207257,-0.03124999999999653,-0.09757721382998119
2012-08-31,5.722,5.768,5.64,5.704,5.704,2699000.0,2990500,412243,4788200,1987105,5068750,1954950,5397225,2308211,6600460,3210814,0.0,-0.049330765475869585
2012-09-04,5.704,5.798,5.58,5.628,5.628,3762500.0,3230750,752008,4190300,1673504,5190900,1812427,5259075,2319784,6591300,3218386,-0.5596330275229353,-0.014762964536736742
2012-09-05,5.602,5.7,5.562,5.588,5.588,3196500.0,3479500,400222,3426900,571348,4921000,1894927,5116525,2356097,6568010,3239003,-0.6231884057971041,-0.025900660212130357
2012-09-06,5.6,5.78,5.58,5.71,5.71,4208500.0,3702500,715592,3429700,576065,4961050,1872894,4944900,2286518,6587500,3221416,0.29999999999999777,-0.032016670873100735
2012-09-07,5.71,5.914,5.7,5.87,5.87,4766000.0,4487250,394212,3726500,814069,4702150,1673530,4586400,1588134,6591710,3218843,0.5887850467289748,-0.02442251345697826
2012-09-10,5.84,5.87,5.46,5.474,5.474,7416500.0,6091250,1874186,4670000,1640138,4729100,1718833,4630000,1655271,6397800,2842140,-0.9317073170731696,-0.1504108590869289
2012-09-11,5.552,5.632,5.48,5.56,5.56,5074500.0,6245500,1656044,4932400,1561730,4561350,1575340,4715575,1630375,6310100,2813244,0.05263157894736289,-0.13045697529117364
2012-09-12,5.58,5.716,5.56,5.656,5.656,5726000.0,5400250,460680,5438300,1234179,4432600,1394946,4825025,1620538,6274770,2809181,0.23076923076922726,-0.10218792825555972
2012-09-14,6.0,6.13,5.93,6.078,6.078,7683000.0,6704500,1383807,6133200,1342072,4781450,1725762,4991650,1736364,6167040,2641574,0.4800000000000044,-0.09667351233991488
2012-09-17,6.47,6.556,6.302,6.508,6.508,16064000.0,11873500,5926261,8392800,4427957,6059650,3880348,5596500,3004509,6383600,2985188,0.6220472440944885,-0.0337848947231737
2012-09-18,6.376,6.38,6.136,6.268,6.268,8942500.0,12503250,5035660,8698000,4396319,6684000,3780544,5876375,3044186,6471040,2995010,0.08196721311475243,0.0009910905069035745
2012-09-19,6.2,6.348,6.188,6.21,6.21,5242500.0,7092500,2616295,8731600,4362212,6832000,3681129,6011450,2946777,6444330,2999988,-0.7249999999999972,-0.051718661389359565
2012-09-21,6.22,6.298,5.908,6.004,6.004,9350000.0,7296250,2904441,9456400,4026092,7447350,3516521,6184175,3039410,6536630,3017269,-0.5076923076923114,-0.0676365186547454
2012-09-24,5.902,6.206,5.88,6.132,6.132,6509500.0,7929750,2008536,9221700,4186333,7677450,3352499,6319250,2987843,6541440,3017025,0.5460122699386465,-0.023519180842138793
2012-09-25,5.724,5.896,5.506,5.532,5.532,28402000.0,17455750,15480335,11689300,9496356,10041050,7198129,7371600,5776737,7031030,4297745,-0.8666666666666676,-0.15961843939121034
2012-09-26,5.532,5.68,5.496,5.508,5.508,7636000.0,18019000,14683779,11428000,9608148,10063000,7189566,7396050,5776771,7092700,4283553,-0.8695652173913085,-0.24009376130502302
2012-09-27,5.564,5.708,5.52,5.698,5.698,8793000.0,8214500,818122,12138100,9157342,10434850,6996458,7498100,5782820,7192720,4263248,0.8936170212765984,-0.15171737507300656
2012-09-28,5.746,5.978,5.722,5.856,5.856,21717000.0,15255000,9138648,14611500,9859271,12033950,7601873,8233275,6595499,7563200,4691901,0.046874999999998425,-0.10094521700859513
2012-10-01,5.9,5.978,5.8,5.832,5.832,4422000.0,13069500,12229411,14194000,10321493,11707850,7874317,8244650,6588360,7539070,4705138,-0.6404494382022468,-0.11924146567043077
2012-10-02,5.856,5.978,5.8,5.96,5.96,3645000.0,4033500,549421,9242600,7296664,10465950,8087399,8262800,6574454,7481490,4735333,0.7977528089887663,-0.1087997006650617
2012-10-03,5.95,5.99,5.848,5.86,5.86,5264000.0,4454500,1144805,8768200,7501467,10098100,8246484,8391050,6484611,7412370,4742104,-0.8309859154929518,-0.1325863905104567
2012-10-05,5.94,5.962,5.736,5.778,5.778,4693000.0,4978500,403757,7948200,7719014,10043150,8284178,8437575,6452916,7249300,4691342,-0.6283185840707981,-0.1481464137686642
2012-10-09,5.824,5.824,5.65,5.674,5.674,5965000.0,5329000,899439,4797800,874764,9704650,8384202,8576000,6363646,7225010,4694853,-0.7241379310344817,-0.1589500357290409
2012-10-10,5.678,5.744,5.602,5.68,5.68,2518000.0,4241500,2437397,4417000,1359418,9305500,8644197,8491475,6435531,7118520,4740723,0.09859154929577042,-0.146697380211194
2012-10-12,5.664,5.746,5.5,5.528,5.528,4938000.0,3728000,1711198,4675600,1297416,6959100,5495878,8500075,6430404,7078600,4750702,-0.7723577235772396,-0.17513193869695556
2012-10-15,5.604,5.61,5.372,5.466,5.466,7343500.0,6140750,1700945,5091500,1777622,6929850,5492653,8496425,6431072,6941250,4638229,-0.21008403361344424,-0.19710887101283261
2012-10-16,5.534,5.618,5.468,5.612,5.612,2396500.0,4870000,3498057,4632200,2161551,6290200,5622490,8362525,6533138,6762950,4638154,0.9199999999999972,-0.14995784368314316
2012-10-17,5.65,5.768,5.56,5.764,5.764,3340000.0,2868250,667155,4107200,2073916,4452500,1544081,8243225,6605204,6662450,4657134,0.9615384615384658,-0.1342221630074803
2012-10-18,5.798,5.798,5.556,5.608,5.608,3705000.0,3522500,258093,4344600,1907808,4380800,1562195,8044325,6682405,6530030,4644954,-0.5702479338843008,-0.1562036970445632
2012-10-19,5.566,5.64,5.46,5.548,5.548,5137000.0,4421000,1012576,4384400,1925278,4530000,1555346,7497975,6434298,6475260,4644911,-0.02222222222221981,-0.18149945438151266
2012-10-22,5.598,5.6,5.472,5.57,5.57,2351000.0,3744000,1969999,3385900,1142389,4238700,1671082,7168400,6524593,6363050,4675938,0.5312500000000071,-0.25524683356461253
2012-10-25,5.56,5.56,5.49,5.504,5.504,2888500.0,2619750,380069,3484300,1053600,4058250,1713466,7050700,6582142,6290310,4701579,-0.6000000000000152,-0.2826736907209022
2012-10-26,5.506,5.56,5.404,5.476,5.476,2387000.0,2637750,354614,3293700,1166393,3700450,1643196,6702550,6638034,6217100,4733825,-0.07692307692307429,-0.2630781342636176
2012-10-31,5.54,5.67,5.474,5.626,5.626,3876000.0,3131500,1052881,3327900,1183844,3836250,1589866,6570875,6668116,6141800,4740653,0.5510204081632688,-0.2236182136389038
2012-11-01,5.65,5.898,5.64,5.85,5.85,5120500.0,4498250,879994,3324600,1177547,3854500,1604895,5406800,4250176,6005490,4668079,0.6279069767441857,-0.2283764120561316
2012-11-02,5.854,5.91,5.71,5.784,5.784,5151500.0,5136000,21920,3884700,1261703,3635300,1164750,5282575,4217777,5977630,4668953,-0.26000000000000223,-0.06979041714799443
2012-11-05,5.96,6.316,5.866,6.3,6.3,10244500.0,7698000,3601294,5355900,2958043,4420100,2314149,5355150,4293174,6115260,4691677,0.9288888888888889,0.07118123437882959
2012-11-06,6.122,6.24,5.99,6.23,6.23,11620000.0,10932250,972625,7202500,3477606,5248100,3197458,4850300,2477650,6276920,4740033,0.9200000000000017,0.0933470841495222
2012-11-07,6.2,6.41,6.162,6.308,6.308,8572500.0,10096250,2154907,8141800,2948511,5734850,3305129,5057825,2610165,6361360,4742620,0.17741935483870788,0.1097324636724199
2012-11-08,6.202,6.376,6.188,6.262,6.262,6370000.0,7471250,1557402,8391700,2668035,5858150,3303346,5194075,2603648,6409420,4730020,-0.21276595744681273,0.12147830704647433
2012-11-09,6.12,6.186,5.97,6.064,6.064,4315000.0,5342500,1453104,8224400,2934888,6054550,3125244,5146625,2610944,6428820,4719172,-0.12962962962962757,0.08868102334194569
2012-11-12,6.058,6.284,6.032,6.214,6.214,2779500.0,3547250,1085762,6731400,3495539,6043650,3137678,5050950,2662982,6433590,4715281,0.44444444444444875,0.14383059193379247
2012-11-13,6.258,6.4,6.144,6.322,6.322,4991500.0,3885500,1564120,5405700,2191837,6304100,2899479,5002275,2654278,6415510,4719118,0.3906249999999983,0.18963332252040427
2012-11-14,6.392,6.424,6.24,6.276,6.276,4356500.0,4674000,449012,4562500,1297485,6352150,2858461,5094200,2594884,6426480,4713567,-0.6086956521739179,0.2085287972162825
2012-11-15,6.26,6.288,6.1,6.164,6.164,4920000.0,4638250,398454,4272500,890804,6332100,2868745,5093300,2594944,6377780,4716356,-0.3191489361702144,0.18681282723390621
2012-11-19,6.414,6.65,6.368,6.584,6.584,6962000.0,5941000,1443912,4801900,1500367,6513150,2842973,5074225,2578885,6374080,4715813,0.5319148936170162,0.2524116139989359
2012-11-20,6.56,6.62,6.382,6.6,6.6,4612500.0,5787250,1661347,5168500,1034190,5949950,2566017,5185025,2504310,6331290,4722017,0.8319327731092401,0.30961754946023823
2012-11-21,6.522,6.694,6.458,6.494,6.494,4816000.0,4714250,143896,5133400,1044625,5269550,1625045,5258825,2468570,6287340,4725762,-0.6949152542372913,0.251556226755158
2012-11-23,6.52,6.566,6.34,6.426,6.426,2151500.0,3483750,1884086,4692400,1708853,4627450,1432045,5181150,2543343,6246480,4752981,-0.23893805309734242,0.21962943125650994
2012-11-26,6.42,6.46,6.324,6.454,6.454,2479000.0,2315250,231577,4204200,1958083,4238350,1434578,5048250,2614230,6230420,4764544,0.9117647058823497,0.26338260257886165
2012-11-27,6.426,6.532,6.304,6.43,6.43,4554000.0,3516500,1467246,3722600,1293596,4262250,1437984,5158400,2539957,6267520,4743662,0.10526315789473314,0.2704626169261511
2012-11-28,6.4,6.858,6.382,6.646,6.646,7626000.0,6090000,2172232,4325300,2197836,4746900,1679206,5395275,2538033,6344790,4733480,0.10924369747899264,0.2538320537430305
2012-11-30,6.726,6.856,6.602,6.764,6.764,7101500.0,7363750,370877,4782400,2536914,4957900,1838378,5631000,2461715,6422890,4712644,0.275590551181104,0.2766203349502028
2012-12-03,6.778,7.0,6.7,6.924,6.924,10428500.0,8765000,2352544,6437800,3041332,5565100,2501012,5958625,2645055,6547290,4735039,0.49333333333333557,0.3018453448266337
2012-12-05,6.764,6.838,6.716,6.742,6.742,3307500.0,6868000,5035307,6603500,2783352,5403850,2597352,5867975,2705663,6518120,4750703,-0.5737704918032815,0.27031446692700734
2012-12-06,6.764,6.96,6.7,6.78,6.78,3302000.0,3304750,3889,6353100,3056720,5037850,2611226,5775500,2762450,6435830,4770418,-0.3846153846153836,0.23721666177530742
2012-12-07,6.86,6.898,6.77,6.834,6.834,3322000.0,3312000,14142,5492300,3210785,4908800,2665900,5429375,2602055,6400780,4787034,0.0,0.2521400652585269
2012-12-10,6.886,6.96,6.836,6.914,6.914,4649000.0,3985500,938330,5001800,3088496,4892100,2667069,5080825,2158198,6379240,4792552,0.25806451612902603,0.19115786824975065
2012-12-11,6.92,7.1,6.892,7.056,7.056,7863000.0,6256000,2272641,4488700,1973339,5463250,2626204,5045350,2102907,6382840,4793619,0.5769230769230794,0.14150589016125428
2012-12-12,7.042,7.16,6.99,7.052,7.052,10319000.0,9091000,1736654,5891000,3096014,6247250,2800764,5242800,2398454,6267940,4622634,-0.2705882352941245,0.10050587706610095
2012-12-13,7.052,7.06,6.55,6.722,6.722,10756500.0,10537750,309359,7381900,3324058,6867500,3059006,5564875,2682933,6304220,4651085,-0.3254901960784288,0.07813212703966027
2012-12-14,6.756,6.88,6.718,6.762,6.762,5115000.0,7935750,3989142,7740500,2837716,6616400,3092699,5681650,2605014,6301670,4651713,-0.45679012345679487,0.062329396823735075
2012-12-17,6.754,6.9,6.75,6.88,6.88,4124500.0,4619750,700389,7635600,2986369,6318700,3182785,5638300,2624246,6197160,4640516,0.7333333333333278,0.07681227019716813
